uuid,timestamp,event,amount_loan,risk_level,assessment
11,2022-11-29 10:02:09,Customer applies for loan,,,
11,2022-11-29 12:02:09,Check application data,91842,,
11,2022-11-29 14:02:09,Extensive Check,,2,
11,2022-11-29 16:02:09,Overall Assessment,,,
11,2022-11-29 18:02:09,Inform Customer,,,
12,2022-12-04 14:05:10,Customer applies for loan,,,
12,2022-12-04 16:05:10,Check application data,43084,,
12,2022-12-04 18:05:10,Normal Check,,0,
12,2022-12-04 20:05:10,Overall Assessment,,,
12,2022-12-04 22:05:10,Inform Customer,,,
13,2022-12-01 12:03:45,Customer applies for loan,,,
13,2022-12-01 14:03:45,Check application data,95183,,
13,2022-12-01 16:03:45,Extensive Check,,0,
13,2022-12-01 18:03:45,Overall Assessment,,,
13,2022-12-01 20:03:45,Inform Customer,,,
14,2022-12-05 17:58:24,Customer applies for loan,,,
14,2022-12-05 19:58:24,Check application data,48284,,
14,2022-12-05 21:58:24,Normal Check,,4,
14,2022-12-05 23:58:24,Overall Assessment,,,
14,2022-12-06 01:58:24,Inform Customer,,,
15,2022-12-08 09:03:51,Customer applies for loan,,,
15,2022-12-08 11:03:51,Check application data,56198,,
15,2022-12-08 13:03:51,Normal Check,,1,
15,2022-12-08 15:03:51,Overall Assessment,,,
15,2022-12-08 17:03:51,Inform Customer,,,
16,2022-12-15 10:41:17,Customer applies for loan,,,
16,2022-12-15 12:41:17,Check application data,31431,,
16,2022-12-15 14:41:17,Normal Check,,3,
16,2022-12-15 16:41:17,Overall Assessment,,,
16,2022-12-15 18:41:17,Inform Customer,,,
17,2022-12-01 10:17:37,Customer applies for loan,,,
17,2022-12-01 12:17:37,Check application data,25382,,
17,2022-12-01 14:17:37,Normal Check,,3,
17,2022-12-01 16:17:37,Overall Assessment,,,
17,2022-12-01 18:17:37,Inform Customer,,,
18,2022-12-10 14:08:33,Customer applies for loan,,,
18,2022-12-10 16:08:33,Check application data,17016,,
18,2022-12-10 18:08:33,Normal Check,,0,
18,2022-12-10 20:08:33,Overall Assessment,,,
18,2022-12-10 22:08:33,Inform Customer,,,
19,2022-11-26 08:56:57,Customer applies for loan,,,
19,2022-11-26 10:56:57,Check application data,14290,,
19,2022-11-26 12:56:57,Normal Check,,2,
19,2022-11-26 14:56:57,Overall Assessment,,,
19,2022-11-26 16:56:57,Inform Customer,,,
20,2022-11-26 08:12:32,Customer applies for loan,,,
20,2022-11-26 10:12:32,Check application data,95465,,
20,2022-11-26 12:12:32,Extensive Check,,2,
20,2022-11-26 14:12:32,Overall Assessment,,,
20,2022-11-26 16:12:32,Inform Customer,,,
21,2022-12-14 16:19:55,Customer applies for loan,,,
21,2022-12-14 18:19:55,Check application data,92029,,
21,2022-12-14 20:19:55,Extensive Check,,4,
21,2022-12-14 22:19:55,Overall Assessment,,,
21,2022-12-15 00:19:55,Inform Customer,,,
22,2022-12-01 09:08:54,Customer applies for loan,,,
22,2022-12-01 11:08:54,Check application data,59327,,
22,2022-12-01 13:08:54,Normal Check,,0,
22,2022-12-01 15:08:54,Overall Assessment,,,
22,2022-12-01 17:08:54,Inform Customer,,,
23,2022-12-09 09:28:25,Customer applies for loan,,,
23,2022-12-09 11:28:25,Check application data,46717,,
23,2022-12-09 13:28:25,Normal Check,,1,
23,2022-12-09 15:28:25,Overall Assessment,,,
23,2022-12-09 17:28:25,Inform Customer,,,
24,2022-12-05 09:30:49,Customer applies for loan,,,
24,2022-12-05 11:30:49,Check application data,44957,,
24,2022-12-05 13:30:49,Normal Check,,0,
24,2022-12-05 15:30:49,Overall Assessment,,,
24,2022-12-05 17:30:49,Inform Customer,,,
25,2022-11-29 17:56:53,Customer applies for loan,,,
25,2022-11-29 19:56:53,Check application data,69431,,
25,2022-11-29 21:56:53,Normal Check,,1,
25,2022-11-29 23:56:53,Overall Assessment,,,
25,2022-11-30 01:56:53,Inform Customer,,,
26,2022-12-05 10:23:17,Customer applies for loan,,,
26,2022-12-05 12:23:17,Check application data,92896,,
26,2022-12-05 14:23:17,Extensive Check,,2,
26,2022-12-05 16:23:17,Overall Assessment,,,
26,2022-12-05 18:23:17,Inform Customer,,,
27,2022-12-12 08:14:30,Customer applies for loan,,,
27,2022-12-12 10:14:30,Check application data,18703,,
27,2022-12-12 12:14:30,Normal Check,,1,
27,2022-12-12 14:14:30,Overall Assessment,,,
27,2022-12-12 16:14:30,Inform Customer,,,
28,2022-11-29 08:22:10,Customer applies for loan,,,
28,2022-11-29 10:22:10,Check application data,31346,,
28,2022-11-29 12:22:10,Normal Check,,4,
28,2022-11-29 14:22:10,Overall Assessment,,,
28,2022-11-29 16:22:10,Inform Customer,,,
29,2022-12-06 09:01:16,Customer applies for loan,,,
29,2022-12-06 11:01:16,Check application data,72143,,
29,2022-12-06 13:01:16,Normal Check,,0,
29,2022-12-06 15:01:16,Overall Assessment,,,
29,2022-12-06 17:01:16,Inform Customer,,,
30,2022-12-10 09:11:43,Customer applies for loan,,,
30,2022-12-10 11:11:43,Check application data,37042,,
30,2022-12-10 13:11:43,Normal Check,,1,
30,2022-12-10 15:11:43,Overall Assessment,,,
30,2022-12-10 17:11:43,Inform Customer,,,
31,2022-11-27 18:58:01,Customer applies for loan,,,
31,2022-11-27 20:58:01,Check application data,21893,,
31,2022-11-27 22:58:01,Normal Check,,3,
31,2022-11-28 00:58:01,Overall Assessment,,,
31,2022-11-28 02:58:01,Inform Customer,,,
32,2022-12-04 18:15:11,Customer applies for loan,,,
32,2022-12-04 20:15:11,Check application data,77792,,
32,2022-12-04 22:15:11,Normal Check,,3,
32,2022-12-05 00:15:11,Overall Assessment,,,
32,2022-12-05 02:15:11,Inform Customer,,,
33,2022-12-15 10:15:19,Customer applies for loan,,,
33,2022-12-15 12:15:19,Check application data,78012,,
33,2022-12-15 14:15:19,Normal Check,,2,
33,2022-12-15 16:15:19,Overall Assessment,,,
33,2022-12-15 18:15:19,Inform Customer,,,
34,2022-12-06 08:12:03,Customer applies for loan,,,
34,2022-12-06 10:12:03,Check application data,72407,,
34,2022-12-06 12:12:03,Normal Check,,1,
34,2022-12-06 14:12:03,Overall Assessment,,,
34,2022-12-06 16:12:03,Inform Customer,,,
35,2022-12-04 17:23:36,Customer applies for loan,,,
35,2022-12-04 19:23:36,Check application data,92687,,
35,2022-12-04 21:23:36,Extensive Check,,4,
35,2022-12-04 23:23:36,Overall Assessment,,,
35,2022-12-05 01:23:36,Inform Customer,,,
36,2022-12-04 15:00:11,Customer applies for loan,,,
36,2022-12-04 17:00:11,Check application data,55778,,
36,2022-12-04 19:00:11,Normal Check,,3,
36,2022-12-04 21:00:11,Overall Assessment,,,
36,2022-12-04 23:00:11,Inform Customer,,,
37,2022-11-29 15:39:08,Customer applies for loan,,,
37,2022-11-29 17:39:08,Check application data,45748,,
37,2022-11-29 19:39:08,Normal Check,,2,
37,2022-11-29 21:39:08,Overall Assessment,,,
37,2022-11-29 23:39:08,Inform Customer,,,
38,2022-12-12 09:41:32,Customer applies for loan,,,
38,2022-12-12 11:41:32,Check application data,54346,,
38,2022-12-12 13:41:32,Normal Check,,0,
38,2022-12-12 15:41:32,Overall Assessment,,,
38,2022-12-12 17:41:32,Inform Customer,,,
39,2022-12-08 11:39:02,Customer applies for loan,,,
39,2022-12-08 13:39:02,Check application data,83224,,
39,2022-12-08 15:39:02,Extensive Check,,2,
39,2022-12-08 17:39:02,Overall Assessment,,,
39,2022-12-08 19:39:02,Inform Customer,,,
40,2022-12-14 16:57:12,Customer applies for loan,,,
40,2022-12-14 18:57:12,Check application data,51445,,
40,2022-12-14 20:57:12,Normal Check,,2,
40,2022-12-14 22:57:12,Overall Assessment,,,
40,2022-12-15 00:57:12,Inform Customer,,,
41,2022-11-29 13:00:53,Customer applies for loan,,,
41,2022-11-29 15:00:53,Check application data,38769,,
41,2022-11-29 17:00:53,Normal Check,,3,
41,2022-11-29 19:00:53,Overall Assessment,,,
41,2022-11-29 21:00:53,Inform Customer,,,
42,2022-11-29 17:42:37,Customer applies for loan,,,
42,2022-11-29 19:42:37,Check application data,57787,,
42,2022-11-29 21:42:37,Normal Check,,3,
42,2022-11-29 23:42:37,Overall Assessment,,,
42,2022-11-30 01:42:37,Inform Customer,,,
43,2022-11-29 18:54:29,Customer applies for loan,,,
43,2022-11-29 20:54:29,Check application data,84527,,
43,2022-11-29 22:54:29,Extensive Check,,0,
43,2022-11-30 00:54:29,Overall Assessment,,,
43,2022-11-30 02:54:29,Inform Customer,,,
44,2022-12-15 17:21:29,Customer applies for loan,,,
44,2022-12-15 19:21:29,Check application data,21439,,
44,2022-12-15 21:21:29,Normal Check,,4,
44,2022-12-15 23:21:29,Overall Assessment,,,
44,2022-12-16 01:21:29,Inform Customer,,,
45,2022-12-07 12:48:41,Customer applies for loan,,,
45,2022-12-07 14:48:41,Check application data,43599,,
45,2022-12-07 16:48:41,Normal Check,,3,
45,2022-12-07 18:48:41,Overall Assessment,,,
45,2022-12-07 20:48:41,Inform Customer,,,
46,2022-12-11 10:43:12,Customer applies for loan,,,
46,2022-12-11 12:43:12,Check application data,98386,,
46,2022-12-11 14:43:12,Extensive Check,,3,
46,2022-12-11 16:43:12,Overall Assessment,,,
46,2022-12-11 18:43:12,Inform Customer,,,
47,2022-12-05 15:40:39,Customer applies for loan,,,
47,2022-12-05 17:40:39,Check application data,21401,,
47,2022-12-05 19:40:39,Normal Check,,0,
47,2022-12-05 21:40:39,Overall Assessment,,,
47,2022-12-05 23:40:39,Inform Customer,,,
48,2022-11-26 18:23:55,Customer applies for loan,,,
48,2022-11-26 20:23:55,Check application data,22267,,
48,2022-11-26 22:23:55,Normal Check,,2,
48,2022-11-27 00:23:55,Overall Assessment,,,
48,2022-11-27 02:23:55,Inform Customer,,,
49,2022-12-13 10:20:20,Customer applies for loan,,,
49,2022-12-13 12:20:20,Check application data,46282,,
49,2022-12-13 14:20:20,Normal Check,,1,
49,2022-12-13 16:20:20,Overall Assessment,,,
49,2022-12-13 18:20:20,Inform Customer,,,
50,2022-12-04 17:24:37,Customer applies for loan,,,
50,2022-12-04 19:24:37,Check application data,41052,,
50,2022-12-04 21:24:37,Normal Check,,4,
50,2022-12-04 23:24:37,Overall Assessment,,,
50,2022-12-05 01:24:37,Inform Customer,,,
51,2022-12-03 09:23:52,Customer applies for loan,,,
51,2022-12-03 11:23:52,Check application data,61200,,
51,2022-12-03 13:23:52,Normal Check,,3,
51,2022-12-03 15:23:52,Overall Assessment,,,
51,2022-12-03 17:23:52,Inform Customer,,,
52,2022-12-06 11:59:59,Customer applies for loan,,,
52,2022-12-06 13:59:59,Check application data,57221,,
52,2022-12-06 15:59:59,Normal Check,,1,
52,2022-12-06 17:59:59,Overall Assessment,,,
52,2022-12-06 19:59:59,Inform Customer,,,
53,2022-12-01 09:51:11,Customer applies for loan,,,
53,2022-12-01 11:51:11,Check application data,12614,,
53,2022-12-01 13:51:11,Normal Check,,1,
53,2022-12-01 15:51:11,Overall Assessment,,,
53,2022-12-01 17:51:11,Inform Customer,,,
54,2022-12-05 18:43:07,Customer applies for loan,,,
54,2022-12-05 20:43:07,Check application data,78613,,
54,2022-12-05 22:43:07,Normal Check,,3,
54,2022-12-06 00:43:07,Overall Assessment,,,
54,2022-12-06 02:43:07,Inform Customer,,,
55,2022-12-10 16:20:22,Customer applies for loan,,,
55,2022-12-10 18:20:22,Check application data,31688,,
55,2022-12-10 20:20:22,Normal Check,,1,
55,2022-12-10 22:20:22,Overall Assessment,,,
55,2022-12-11 00:20:22,Inform Customer,,,
56,2022-12-10 11:43:30,Customer applies for loan,,,
56,2022-12-10 13:43:30,Check application data,94766,,
56,2022-12-10 15:43:30,Extensive Check,,4,
56,2022-12-10 17:43:30,Overall Assessment,,,
56,2022-12-10 19:43:30,Inform Customer,,,
57,2022-12-13 11:36:58,Customer applies for loan,,,
57,2022-12-13 13:36:58,Check application data,55825,,
57,2022-12-13 15:36:58,Normal Check,,3,
57,2022-12-13 17:36:58,Overall Assessment,,,
57,2022-12-13 19:36:58,Inform Customer,,,
58,2022-11-29 12:29:54,Customer applies for loan,,,
58,2022-11-29 14:29:54,Check application data,74360,,
58,2022-11-29 16:29:54,Normal Check,,0,
58,2022-11-29 18:29:54,Overall Assessment,,,
58,2022-11-29 20:29:54,Inform Customer,,,
59,2022-12-08 15:23:21,Customer applies for loan,,,
59,2022-12-08 17:23:21,Check application data,60668,,
59,2022-12-08 19:23:21,Normal Check,,0,
59,2022-12-08 21:23:21,Overall Assessment,,,
59,2022-12-08 23:23:21,Inform Customer,,,
60,2022-12-07 10:06:48,Customer applies for loan,,,
60,2022-12-07 12:06:48,Check application data,70829,,
60,2022-12-07 14:06:48,Normal Check,,3,
60,2022-12-07 16:06:48,Overall Assessment,,,
60,2022-12-07 18:06:48,Inform Customer,,,
61,2022-12-08 16:04:24,Customer applies for loan,,,
61,2022-12-08 18:04:24,Check application data,55691,,
61,2022-12-08 20:04:24,Normal Check,,2,
61,2022-12-08 22:04:24,Overall Assessment,,,
61,2022-12-09 00:04:24,Inform Customer,,,
62,2022-12-13 08:59:10,Customer applies for loan,,,
62,2022-12-13 10:59:10,Check application data,49667,,
62,2022-12-13 12:59:10,Normal Check,,1,
62,2022-12-13 14:59:10,Overall Assessment,,,
62,2022-12-13 16:59:10,Inform Customer,,,
63,2022-12-04 12:37:39,Customer applies for loan,,,
63,2022-12-04 14:37:39,Check application data,71988,,
63,2022-12-04 16:37:39,Normal Check,,2,
63,2022-12-04 18:37:39,Overall Assessment,,,
63,2022-12-04 20:37:39,Inform Customer,,,
64,2022-12-15 08:10:22,Customer applies for loan,,,
64,2022-12-15 10:10:22,Check application data,64293,,
64,2022-12-15 12:10:22,Normal Check,,3,
64,2022-12-15 14:10:22,Overall Assessment,,,
64,2022-12-15 16:10:22,Inform Customer,,,
65,2022-11-30 16:46:11,Customer applies for loan,,,
65,2022-11-30 18:46:11,Check application data,69345,,
65,2022-11-30 20:46:11,Normal Check,,1,
65,2022-11-30 22:46:11,Overall Assessment,,,
65,2022-12-01 00:46:11,Inform Customer,,,
66,2022-11-29 15:06:10,Customer applies for loan,,,
66,2022-11-29 17:06:10,Check application data,57694,,
66,2022-11-29 19:06:10,Normal Check,,1,
66,2022-11-29 21:06:10,Overall Assessment,,,
66,2022-11-29 23:06:10,Inform Customer,,,
67,2022-12-12 08:21:30,Customer applies for loan,,,
67,2022-12-12 10:21:30,Check application data,46588,,
67,2022-12-12 12:21:30,Normal Check,,2,
67,2022-12-12 14:21:30,Overall Assessment,,,
67,2022-12-12 16:21:30,Inform Customer,,,
68,2022-12-02 10:27:34,Customer applies for loan,,,
68,2022-12-02 12:27:34,Check application data,67640,,
68,2022-12-02 14:27:34,Normal Check,,4,
68,2022-12-02 16:27:34,Overall Assessment,,,
68,2022-12-02 18:27:34,Inform Customer,,,
69,2022-11-28 10:24:09,Customer applies for loan,,,
69,2022-11-28 12:24:09,Check application data,66369,,
69,2022-11-28 14:24:09,Normal Check,,2,
69,2022-11-28 16:24:09,Overall Assessment,,,
69,2022-11-28 18:24:09,Inform Customer,,,
70,2022-12-12 12:04:18,Customer applies for loan,,,
70,2022-12-12 14:04:18,Check application data,32646,,
70,2022-12-12 16:04:18,Normal Check,,3,
70,2022-12-12 18:04:18,Overall Assessment,,,
70,2022-12-12 20:04:18,Inform Customer,,,
71,2022-12-08 13:54:41,Customer applies for loan,,,
71,2022-12-08 15:54:41,Check application data,31633,,
71,2022-12-08 17:54:41,Normal Check,,4,
71,2022-12-08 19:54:41,Overall Assessment,,,
71,2022-12-08 21:54:41,Inform Customer,,,
72,2022-11-26 12:21:03,Customer applies for loan,,,
72,2022-11-26 14:21:03,Check application data,91408,,
72,2022-11-26 16:21:03,Extensive Check,,3,
72,2022-11-26 18:21:03,Overall Assessment,,,
72,2022-11-26 20:21:03,Inform Customer,,,
73,2022-11-28 13:52:02,Customer applies for loan,,,
73,2022-11-28 15:52:02,Check application data,70670,,
73,2022-11-28 17:52:02,Normal Check,,0,
73,2022-11-28 19:52:02,Overall Assessment,,,
73,2022-11-28 21:52:02,Inform Customer,,,
74,2022-12-05 09:52:16,Customer applies for loan,,,
74,2022-12-05 11:52:16,Check application data,92302,,
74,2022-12-05 13:52:16,Extensive Check,,0,
74,2022-12-05 15:52:16,Overall Assessment,,,
74,2022-12-05 17:52:16,Inform Customer,,,
75,2022-12-08 16:58:55,Customer applies for loan,,,
75,2022-12-08 18:58:55,Check application data,25842,,
75,2022-12-08 20:58:55,Normal Check,,0,
75,2022-12-08 22:58:55,Overall Assessment,,,
75,2022-12-09 00:58:55,Inform Customer,,,
76,2022-11-26 15:01:09,Customer applies for loan,,,
76,2022-11-26 17:01:09,Check application data,68301,,
76,2022-11-26 19:01:09,Normal Check,,4,
76,2022-11-26 21:01:09,Overall Assessment,,,
76,2022-11-26 23:01:09,Inform Customer,,,
77,2022-11-30 17:34:31,Customer applies for loan,,,
77,2022-11-30 19:34:31,Check application data,83305,,
77,2022-11-30 21:34:31,Extensive Check,,3,
77,2022-11-30 23:34:31,Overall Assessment,,,
77,2022-12-01 01:34:31,Inform Customer,,,
78,2022-12-03 11:01:16,Customer applies for loan,,,
78,2022-12-03 13:01:16,Check application data,80266,,
78,2022-12-03 15:01:16,Extensive Check,,1,
78,2022-12-03 17:01:16,Overall Assessment,,,
78,2022-12-03 19:01:16,Inform Customer,,,
79,2022-12-06 13:00:47,Customer applies for loan,,,
79,2022-12-06 15:00:47,Check application data,82923,,
79,2022-12-06 17:00:47,Extensive Check,,4,
79,2022-12-06 19:00:47,Overall Assessment,,,
79,2022-12-06 21:00:47,Inform Customer,,,
80,2022-12-06 17:25:47,Customer applies for loan,,,
80,2022-12-06 19:25:47,Check application data,23090,,
80,2022-12-06 21:25:47,Normal Check,,1,
80,2022-12-06 23:25:47,Overall Assessment,,,
80,2022-12-07 01:25:47,Inform Customer,,,
81,2022-11-30 15:06:09,Customer applies for loan,,,
81,2022-11-30 17:06:09,Check application data,41839,,
81,2022-11-30 19:06:09,Normal Check,,0,
81,2022-11-30 21:06:09,Overall Assessment,,,
81,2022-11-30 23:06:09,Inform Customer,,,
82,2022-11-26 09:56:24,Customer applies for loan,,,
82,2022-11-26 11:56:24,Check application data,56894,,
82,2022-11-26 13:56:24,Normal Check,,3,
82,2022-11-26 15:56:24,Overall Assessment,,,
82,2022-11-26 17:56:24,Inform Customer,,,
83,2022-12-12 08:39:40,Customer applies for loan,,,
83,2022-12-12 10:39:40,Check application data,67075,,
83,2022-12-12 12:39:40,Normal Check,,2,
83,2022-12-12 14:39:40,Overall Assessment,,,
83,2022-12-12 16:39:40,Inform Customer,,,
84,2022-11-26 10:32:17,Customer applies for loan,,,
84,2022-11-26 12:32:17,Check application data,47795,,
84,2022-11-26 14:32:17,Normal Check,,2,
84,2022-11-26 16:32:17,Overall Assessment,,,
84,2022-11-26 18:32:17,Inform Customer,,,
85,2022-12-03 10:35:48,Customer applies for loan,,,
85,2022-12-03 12:35:48,Check application data,38227,,
85,2022-12-03 14:35:48,Normal Check,,3,
85,2022-12-03 16:35:48,Overall Assessment,,,
85,2022-12-03 18:35:48,Inform Customer,,,
86,2022-11-30 10:34:48,Customer applies for loan,,,
86,2022-11-30 12:34:48,Check application data,60095,,
86,2022-11-30 14:34:48,Normal Check,,4,
86,2022-11-30 16:34:48,Overall Assessment,,,
86,2022-11-30 18:34:48,Inform Customer,,,
87,2022-12-06 10:51:25,Customer applies for loan,,,
87,2022-12-06 12:51:25,Check application data,44444,,
87,2022-12-06 14:51:25,Normal Check,,4,
87,2022-12-06 16:51:25,Overall Assessment,,,
87,2022-12-06 18:51:25,Inform Customer,,,
88,2022-12-04 18:43:48,Customer applies for loan,,,
88,2022-12-04 20:43:48,Check application data,88738,,
88,2022-12-04 22:43:48,Extensive Check,,0,
88,2022-12-05 00:43:48,Overall Assessment,,,
88,2022-12-05 02:43:48,Inform Customer,,,
89,2022-12-09 15:37:42,Customer applies for loan,,,
89,2022-12-09 17:37:42,Check application data,14062,,
89,2022-12-09 19:37:42,Normal Check,,0,
89,2022-12-09 21:37:42,Overall Assessment,,,
89,2022-12-09 23:37:42,Inform Customer,,,
90,2022-12-13 10:31:04,Customer applies for loan,,,
90,2022-12-13 12:31:04,Check application data,81481,,
90,2022-12-13 14:31:04,Extensive Check,,3,
90,2022-12-13 16:31:04,Overall Assessment,,,
90,2022-12-13 18:31:04,Inform Customer,,,
91,2022-12-05 16:28:45,Customer applies for loan,,,
91,2022-12-05 18:28:45,Check application data,97509,,
91,2022-12-05 20:28:45,Extensive Check,,2,
91,2022-12-05 22:28:45,Overall Assessment,,,
91,2022-12-06 00:28:45,Inform Customer,,,
92,2022-12-12 18:58:51,Customer applies for loan,,,
92,2022-12-12 20:58:51,Check application data,62953,,
92,2022-12-12 22:58:51,Normal Check,,4,
92,2022-12-13 00:58:51,Overall Assessment,,,
92,2022-12-13 02:58:51,Inform Customer,,,
93,2022-12-03 08:02:11,Customer applies for loan,,,
93,2022-12-03 10:02:11,Check application data,19647,,
93,2022-12-03 12:02:11,Normal Check,,3,
93,2022-12-03 14:02:11,Overall Assessment,,,
93,2022-12-03 16:02:11,Inform Customer,,,
94,2022-11-28 14:44:20,Customer applies for loan,,,
94,2022-11-28 16:44:20,Check application data,23063,,
94,2022-11-28 18:44:20,Normal Check,,1,
94,2022-11-28 20:44:20,Overall Assessment,,,
94,2022-11-28 22:44:20,Inform Customer,,,
95,2022-12-05 15:34:49,Customer applies for loan,,,
95,2022-12-05 17:34:49,Check application data,13465,,
95,2022-12-05 19:34:49,Normal Check,,2,
95,2022-12-05 21:34:49,Overall Assessment,,,
95,2022-12-05 23:34:49,Inform Customer,,,
96,2022-11-29 15:16:13,Customer applies for loan,,,
96,2022-11-29 17:16:13,Check application data,21412,,
96,2022-11-29 19:16:13,Normal Check,,3,
96,2022-11-29 21:16:13,Overall Assessment,,,
96,2022-11-29 23:16:13,Inform Customer,,,
97,2022-11-26 17:04:28,Customer applies for loan,,,
97,2022-11-26 19:04:28,Check application data,22331,,
97,2022-11-26 21:04:28,Normal Check,,3,
97,2022-11-26 23:04:28,Overall Assessment,,,
97,2022-11-27 01:04:28,Inform Customer,,,
98,2022-12-09 11:15:48,Customer applies for loan,,,
98,2022-12-09 13:15:48,Check application data,44944,,
98,2022-12-09 15:15:48,Normal Check,,4,
98,2022-12-09 17:15:48,Overall Assessment,,,
98,2022-12-09 19:15:48,Inform Customer,,,
99,2022-12-01 16:11:20,Customer applies for loan,,,
99,2022-12-01 18:11:20,Check application data,18076,,
99,2022-12-01 20:11:20,Normal Check,,3,
99,2022-12-01 22:11:20,Overall Assessment,,,
99,2022-12-02 00:11:20,Inform Customer,,,
100,2022-12-11 18:52:29,Customer applies for loan,,,
100,2022-12-11 20:52:29,Check application data,88527,,
100,2022-12-11 22:52:29,Extensive Check,,1,
100,2022-12-12 00:52:29,Overall Assessment,,,
100,2022-12-12 02:52:29,Inform Customer,,,
101,2022-12-05 13:13:14,Customer applies for loan,,,
101,2022-12-05 15:13:14,Check application data,87656,,
101,2022-12-05 17:13:14,Extensive Check,,1,
101,2022-12-05 19:13:14,Overall Assessment,,,
101,2022-12-05 21:13:14,Inform Customer,,,
102,2022-12-06 13:56:59,Customer applies for loan,,,
102,2022-12-06 15:56:59,Check application data,19464,,
102,2022-12-06 17:56:59,Normal Check,,1,
102,2022-12-06 19:56:59,Overall Assessment,,,
102,2022-12-06 21:56:59,Inform Customer,,,
103,2022-12-01 13:23:20,Customer applies for loan,,,
103,2022-12-01 15:23:20,Check application data,24744,,
103,2022-12-01 17:23:20,Normal Check,,3,
103,2022-12-01 19:23:20,Overall Assessment,,,
103,2022-12-01 21:23:20,Inform Customer,,,
104,2022-12-12 11:43:06,Customer applies for loan,,,
104,2022-12-12 13:43:06,Check application data,23420,,
104,2022-12-12 15:43:06,Normal Check,,4,
104,2022-12-12 17:43:06,Overall Assessment,,,
104,2022-12-12 19:43:06,Inform Customer,,,
105,2022-11-27 11:48:47,Customer applies for loan,,,
105,2022-11-27 13:48:47,Check application data,73433,,
105,2022-11-27 15:48:47,Normal Check,,1,
105,2022-11-27 17:48:47,Overall Assessment,,,
105,2022-11-27 19:48:47,Inform Customer,,,
106,2022-12-03 15:30:14,Customer applies for loan,,,
106,2022-12-03 17:30:14,Check application data,53194,,
106,2022-12-03 19:30:14,Normal Check,,3,
106,2022-12-03 21:30:14,Overall Assessment,,,
106,2022-12-03 23:30:14,Inform Customer,,,
107,2022-11-27 14:47:53,Customer applies for loan,,,
107,2022-11-27 16:47:53,Check application data,29471,,
107,2022-11-27 18:47:53,Normal Check,,3,
107,2022-11-27 20:47:53,Overall Assessment,,,
107,2022-11-27 22:47:53,Inform Customer,,,
108,2022-11-26 17:25:28,Customer applies for loan,,,
108,2022-11-26 19:25:28,Check application data,91570,,
108,2022-11-26 21:25:28,Extensive Check,,4,
108,2022-11-26 23:25:28,Overall Assessment,,,
108,2022-11-27 01:25:28,Inform Customer,,,
109,2022-12-04 17:12:45,Customer applies for loan,,,
109,2022-12-04 19:12:45,Check application data,30699,,
109,2022-12-04 21:12:45,Normal Check,,4,
109,2022-12-04 23:12:45,Overall Assessment,,,
109,2022-12-05 01:12:45,Inform Customer,,,
110,2022-12-03 13:22:32,Customer applies for loan,,,
110,2022-12-03 15:22:32,Check application data,25614,,
110,2022-12-03 17:22:32,Normal Check,,1,
